序号,中文名,备选中文名,拉丁名,英文名,目,科,ebird,birdreport
1699,楔尾绿鸠,,Treron sphenurus,Wedge-tailed Green Pigeon,鸽形目,鸠鸽科,,
1700,八声杜鹃,,Cacomantis merulinus,Plaintive Cuckoo,鹃形目,杜鹃科,,
1701,栗斑杜鹃,,Cacomantis sonneratii,Banded Bay Cuckoo,鹃形目,杜鹃科,,
1702,小鸦鹃,,Centropus bengalensis,Lesser Coucal,鹃形目,杜鹃科,,
1703,褐翅鸦鹃,,Centropus sinensis,Greater Coucal,鹃形目,杜鹃科,,
1704,翠金鹃,,Chrysococcyx maculatus,Asian Emerald Cuckoo,鹃形目,杜鹃科,,
1705,紫金鹃,,Chrysococcyx xanthorhynchus,Violet Cuckoo,鹃形目,杜鹃科,,
1706,红翅凤头鹃,,Clamator coromandus,Chestnut-winged Cuckoo,鹃形目,杜鹃科,,
1707,斑翅凤头鹃,,Clamator jacobinus,Jacobin Cuckoo,鹃形目,杜鹃科,,
1708,大杜鹃,,Cuculus canorus,Common Cuckoo,鹃形目,杜鹃科,,
1709,四声杜鹃,,Cuculus micropterus,Indian Cuckoo,鹃形目,杜鹃科,,
1710,东方中杜鹃,北方中杜鹃,Cuculus optatus,Oriental Cuckoo,鹃形目,杜鹃科,,
1711,小杜鹃,,Cuculus poliocephalus,Lesser Cuckoo,鹃形目,杜鹃科,,
1712,中杜鹃,,Cuculus saturatus,Himalayan Cuckoo,鹃形目,杜鹃科,,
1713,噪鹃,,Eudynamys scolopaceus,Western Koel,鹃形目,杜鹃科,,
1714,北棕腹鹰鹃,北鹰鹃,Hierococcyx hyperythrus,Northern Hawk-cuckoo,鹃形目,杜鹃科,,
1715,棕腹鹰鹃,霍氏鹰鹃,Hierococcyx nisicolor,Whistling Hawk-cuckoo,鹃形目,杜鹃科,,
1716,大鹰鹃,鹰鹃,Hierococcyx sparverioides,Large Hawk-cuckoo,鹃形目,杜鹃科,,
1717,普通鹰鹃,,Hierococcyx varius,Common Hawk-cuckoo,鹃形目,杜鹃科,,
1718,绿嘴地鹃,,Phaenicophaeus tristis,Green-billed Malkoha,鹃形目,杜鹃科,,
1719,乌鹃,,Surniculus lugubris,Square-tailed Drongo-cuckoo,鹃形目,杜鹃科,,
1720,卷羽鹈鹕,,Pelecanus crispus,Dalmatian Pelican,鹈形目,鹈鹕科,,
1721,白鹈鹕,,Pelecanus onocrotalus,Great White Pelican,鹈形目,鹈鹕科,,
1722,斑嘴鹈鹕,,Pelecanus philippensis,Spot-billed Pelican,鹈形目,鹈鹕科,,
1723,大白鹭,,Ardea alba,Great Egret,鹈形目,鹭科,,
1724,苍鹭,,Ardea cinerea,Grey Heron,鹈形目,鹭科,,
1725,白腹鹭,,Ardea insignis,White-bellied Heron,鹈形目,鹭科,,
1726,中白鹭,,Ardea intermedia,Intermediate Egret,鹈形目,鹭科,,
1727,草鹭,,Ardea purpurea,Purple Heron,鹈形目,鹭科,,
1728,池鹭,,Ardeola bacchus,Chinese Pond Heron,鹈形目,鹭科,,
1729,印度池鹭,,Ardeola grayii,Indian Pond Heron,鹈形目,鹭科,,
1730,爪哇池鹭,,Ardeola speciosa,Javan Pond Heron,鹈形目,鹭科,,
1731,大麻鳽,,Botaurus stellaris,Eurasian Bittern,鹈形目,鹭科,,
1732,牛背鹭,,Bubulcus coromandus,Cattle Egret,鹈形目,鹭科,,
1733,绿鹭,,Butorides striata,Green-backed Heron,鹈形目,鹭科,,
1734,黄嘴白鹭,,Egretta eulophotes,Chinese Egret,鹈形目,鹭科,,
1735,白鹭,,Egretta garzetta,Little Egret,鹈形目,鹭科,,
1736,白脸鹭,,Egretta novaehollandiae,White-faced Egret,鹈形目,鹭科,,
1737,斑鹭,,Egretta picata,Pied Heron,鹈形目,鹭科,,
1738,岩鹭,,Egretta sacra,Pacific Reef-egret,鹈形目,鹭科,,
1739,栗头鳽,栗鳽,Gorsachius goisagi,Japanese Night-heron,鹈形目,鹭科,,
1740,海南鳽,,Gorsachius magnificus,White-eared Night-heron,鹈形目,鹭科,,
1741,黑冠鳽,,Gorsachius melanolophus,Malay Night-heron,鹈形目,鹭科,,
1742,栗苇鳽,,Ixobrychus cinnamomeus ,Cinnamon Bittern,鹈形目,鹭科,,
1743,紫背苇鳽,,Ixobrychus eurhythmus,Schrenck's Bittern,鹈形目,鹭科,,
1744,黑苇鳽,,Ixobrychus flavicollis,Black Bittern,鹈形目,鹭科,,
1745,小苇鳽,,Ixobrychus minutus,Ixobrychus minutus,鹈形目,鹭科,,
1746,黄斑苇鳽,,Ixobrychus sinensis,Yellow Bittern,鹈形目,鹭科,,
1747,棕夜鹭,,Nycticorax caledonicus,Rufous Night-heron,鹈形目,鹭科,,
1748,夜鹭,,Nycticorax nycticorax,Black-crowned Night-heron,鹈形目,鹭科,,
1749,朱鹮,,Nipponia nippon,Crested Ibis,鹈形目,鹮科,,
1750,白琵鹭,,Platalea leucorodia,Eurasian Spoonbill,鹈形目,鹮科,,
1751,黑脸琵鹭,,Platalea minor,Black-faced Spoonbill,鹈形目,鹮科,,
1752,彩鹮,,Plegadis falcinellus,Glossy Ibis,鹈形目,鹮科,,
1753,白肩黑鹮,,Pseudibis davisoni,White-shouldered Ibis,鹈形目,鹮科,,
1754,黑头白鹮,,Threskiornis melanocephalus,Black-headed Ibis,鹈形目,鹮科,,
1755,白眉苦恶鸟,,Amaurornis cinerea,White-browed Crake,鹤形目,秧鸡科,,
1756,白胸苦恶鸟,,Amaurornis phoenicurus,White-breasted Waterhen,鹤形目,秧鸡科,,
1757,花田鸡,,Coturnicops exquisitus,Swinhoe's Rail ,鹤形目,秧鸡科,,
1758,长脚秧鸡,,Crex crex,Corncrake,鹤形目,秧鸡科,,
1759,白骨顶,骨顶鸡,Fulica atra,Common Coot,鹤形目,秧鸡科,,
1760,董鸡,,Gallicrex cinerea,Watercock,鹤形目,秧鸡科,,
1761,黑水鸡,,Gallinula chloropus,Common Moorhen,鹤形目,秧鸡科,,
1762,灰胸秧鸡,蓝胸秧鸡,Lewinia striata,Slaty-breasted Rail,鹤形目,秧鸡科,,
1763,紫水鸡,,Porphyrio poliocephalus,Grey-headed Swamphen,鹤形目,秧鸡科,,
1764,斑胸田鸡,,Porzana porzana,Spotted Crake,鹤形目,秧鸡科,,
1765,白喉斑秧鸡,,Rallina eurizonoides,Slaty-legged Crake,鹤形目,秧鸡科,,
1766,红脚斑秧鸡,红腿斑秧鸡,Rallina fasciata,Red-legged Crake,鹤形目,秧鸡科,,
1767,西秧鸡,,Rallus aquaticus,Western Water Rail,鹤形目,秧鸡科,,
1768,普通秧鸡,,Rallus indicus,Eastern Water Rail,鹤形目,秧鸡科,,
1769,红脚田鸡,,Zapornia akool,Brown Crake,鹤形目,秧鸡科,,
1770,棕背田鸡,,Zapornia bicolor,Black-tailed Crake,鹤形目,秧鸡科,,
1771,红胸田鸡,,Zapornia fusca,Ruddy-breasted Crake,鹤形目,秧鸡科,,
1772,姬田鸡,,Zapornia parva,Little Crake,鹤形目,秧鸡科,,
1773,斑胁田鸡,,Zapornia paykullii,Band-bellied Crake,鹤形目,秧鸡科,,
1774,小田鸡,,Zapornia pusilla,Baillon’s Crake,鹤形目,秧鸡科,,
1775,赤颈鹤,,Antigone antigone,Sarus Crane,鹤形目,鹤科,,
1776,沙丘鹤,,Antigone canadensis,Sandhill Crane,鹤形目,鹤科,,
1777,白枕鹤,,Antigone vipio,White-naped Crane,鹤形目,鹤科,,
1778,灰鹤,,Grus grus,Common Crane,鹤形目,鹤科,,
1779,丹顶鹤,,Grus japonensis,Red-crowned Crane,鹤形目,鹤科,,
1780,白头鹤,,Grus monacha,Hooded Crane,鹤形目,鹤科,,
1781,黑颈鹤,,Grus nigricollis,Black-necked Crane,鹤形目,鹤科,,
1782,蓑羽鹤,,Grus virgo,Demoiselle Crane,鹤形目,鹤科,,
1783,白鹤,,Leucogeranus leucogeranus,Siberian Crane,鹤形目,鹤科,,
1784,短尾鹦鹉,,Loriculus vernalis,Vernal Hanging Parrot,鹦鹉目,鹦鹉科,,
1785,绯胸鹦鹉,,Psittacula alexandri,Red-breasted Parakeet,鹦鹉目,鹦鹉科,,
1786,大紫胸鹦鹉,,Psittacula derbiana,Derbyan Parakeet,鹦鹉目,鹦鹉科,,
1787,亚历山大鹦鹉,,Psittacula eupatria,Alexandrine Parakeet,鹦鹉目,鹦鹉科,,
1788,灰头鹦鹉,,Psittacula finschii,Grey-headed Parakeet,鹦鹉目,鹦鹉科,,
1789,青头鹦鹉,,Psittacula himalayana,Slaty-headed Parakeet,鹦鹉目,鹦鹉科,,
1790,红领绿鹦鹉,,Psittacula krameri,Rose-ringed Parakeet,鹦鹉目,鹦鹉科,,
1791,花头鹦鹉,,Psittacula roseata,Blossom-headed Parakeet,鹦鹉目,鹦鹉科,,
1792,蓝腰鹦鹉,蓝腰短尾鹦鹉,Psittinus cyanurus,Blue-rumped Parrot,鹦鹉目,鹦鹉科,,
1793,鹗,,Pandion haliaetus,Osprey,鹰形目,鹗科,,
1794,褐耳鹰,,Accipiter badius,Shikra,鹰形目,鹰科,,
1795,苍鹰,,Accipiter gentilis,Northern Goshawk,鹰形目,鹰科,,
1796,日本松雀鹰,,Accipiter gularis,Japanese Sparrow Hawk,鹰形目,鹰科,,
1797,雀鹰,,Accipiter nisus,Eurasian Sparrow Hawk,鹰形目,鹰科,,
1798,赤腹鹰,,Accipiter soloensis,Chinese Goshawk,鹰形目,鹰科,,
1799,凤头鹰,,Accipiter trivirgatus,Crested Goshawk,鹰形目,鹰科,,
1800,松雀鹰,,Accipiter virgatus,Besra Sparrow Hawk,鹰形目,鹰科,,
1801,秃鹫,,Aegypius monachus,Cinereous Vulture,鹰形目,鹰科,,
1802,金雕,,Aquila chrysaetos,Golden Eagle,鹰形目,鹰科,,
1803,白腹隼雕,,Aquila fasciata,Bonelli's Eagle,鹰形目,鹰科,,
1804,白肩雕,,Aquila heliaca,Imperial Eagle,鹰形目,鹰科,,
1805,草原雕,,Aquila nipalensis,Steppe Eagle,鹰形目,鹰科,,
1806,褐冠鹃隼,,Aviceda jerdoni,Jerdon’s Baza,鹰形目,鹰科,,
1807,黑冠鹃隼,,Aviceda leuphotes,Black Baza,鹰形目,鹰科,,
1808,灰脸鵟鹰,,Butastur indicus,Grey-faced Buzzard ,鹰形目,鹰科,,
1809,棕翅鵟鹰,,Butastur liventer,Rufous-winged Buzzard,鹰形目,鹰科,,
1810,白眼鵟鹰,,Butastur teesa,White-eyed Buzzard,鹰形目,鹰科,,
1811,欧亚鵟,普通,Buteo buteo,Eurasian Buzzard,鹰形目,鹰科,,
1812,大鵟,,Buteo hemilasius,Upland Buzzard,鹰形目,鹰科,,
1813,普通鵟,,Buteo japonicus,Eastern Buzzard,鹰形目,鹰科,,
1814,毛脚鵟,,Buteo lagopus,Rough-legged Buzzard,鹰形目,鹰科,,
1815,喜山鵟,,Buteo refectus,Himalayan Buzzard,鹰形目,鹰科,,
1816,棕尾鵟,,Buteo rufinus,Long-legged Buzzard,鹰形目,鹰科,,
1817,短趾雕,,Circaetus gallicus,Short-toed Snake Eagle,鹰形目,鹰科,,
1818,白头鹞,,Circus aeruginosus,Western Marsh Harrier,鹰形目,鹰科,,
1819,白尾鹞,,Circus cyaneus,Hen Harrier,鹰形目,鹰科,,
1820,草原鹞,,Circus macrourus,Pallid Harrier,鹰形目,鹰科,,
1821,鹊鹞,,Circus melanoleucos,Pied Harrier,鹰形目,鹰科,,
1822,乌灰鹞,,Circus pygargus,Montagu’s Harrier,鹰形目,鹰科,,
1823,白腹鹞,,Circus spilonotus,Eastern Marsh Harrier,鹰形目,鹰科,,
1824,乌雕,,Clanga clanga,Greater Spotted Eagle,鹰形目,鹰科,,
1825,黑翅鸢,,Elanus caeruleus,Black-shouldered Kite,鹰形目,鹰科,,
1826,胡兀鹫,,Gypaetus barbatus,Bearded Vulture,鹰形目,鹰科,,
1827,白背兀鹫,,Gyps bengalensis,White-rumped Vulture,鹰形目,鹰科,,
1828,兀鹫,,Gyps fulvus,Eurasian Griffon ,鹰形目,鹰科,,
1829,高山兀鹫,,Gyps himalayensis,Himalayan Griffon,鹰形目,鹰科,,
1830,长嘴兀鹫,细嘴兀鹫,Gyps tenuirostris,Slender-billed Vulture,鹰形目,鹰科,,
1831,白尾海雕,,Haliaeetus albicilla,White-tailed Sea Eagle,鹰形目,鹰科,,
1832,渔雕,,Haliaeetus humilis,Lesser Fish Eagle,鹰形目,鹰科,,
1833,白腹海雕,,Haliaeetus leucogaster,White-bellied Sea Eagle,鹰形目,鹰科,,
1834,玉带海雕,,Haliaeetus leucoryphus,Pallas's Fish Eagle,鹰形目,鹰科,,
1835,虎头海雕,,Haliaeetus pelagicus,Steller's Sea Eagle,鹰形目,鹰科,,
1836,栗鸢,,Haliastur indus,Brahminy Kite,鹰形目,鹰科,,
1837,靴隼雕,,Hieraaetus pennatus,Booted Eagle,鹰形目,鹰科,,
1838,林雕,,Ictinaetus malaiensis,Black Eagle,鹰形目,鹰科,,
1839,棕腹隼雕,,Lophotriorchis kienerii,Rufous-bellied Hawk Eagle,鹰形目,鹰科,,
1840,黑鸢,,Milvus migrans,Black Kite,鹰形目,鹰科,,
1841,白兀鹫,,Neophron percnopterus,Egyptian Vulture,鹰形目,鹰科,,
1842,凤头鹰雕,,Nisaetus cirrhatus,Changeable Hawk Eagle,鹰形目,鹰科,,
1843,鹰雕,,Nisaetus nipalensis,Mountain Hawk Eagle,鹰形目,鹰科,,
1844,鹃头蜂鹰,,Pernis apivorus,European Honey-Buzzard,鹰形目,鹰科,,
1845,凤头蜂鹰,,Pernis ptilorhynchus,Oriental Honey-Buzzard,鹰形目,鹰科,,
1846,黑兀鹫,,Sarcogyps calvus,Red-headed Vulture,鹰形目,鹰科,,
1847,蛇雕,,Spilornis cheela,Crested Serpent Eagle,鹰形目,鹰科,,
1848,短尾信天翁,,Phoebastria albatrus,Short-tailed Albatross,鹱形目,信天翁科,,
1849,黑背信天翁,,Phoebastria immutabilis,Laysan Albatross,鹱形目,信天翁科,,
1850,黑脚信天翁,,Phoebastria nigripes,Black-footed Albatross,鹱形目,信天翁科,,
1851,黄蹼洋海燕,,Oceanites oceanicus,Wilson's Storm-petrel,鹱形目,南海燕科,,
1852,白腰叉尾海燕,,Hydrobates leucorhous,Leach's Storm-petrel,鹱形目,海燕科,,
1853,黑叉尾海燕,,Hydrobates monorhis,Swinhoe's Storm-petrel,鹱形目,海燕科,,
1854,褐翅叉尾海燕,,Hydrobates tristrami,Tristram's Storm-petrel,鹱形目,海燕科,,
1855,淡足鹱,,Ardenna carneipes,Pale-footed Shearwater,鹱形目,鹱科,,
1856,灰鹱,,Ardenna grisea,Sooty Shearwater,鹱形目,鹱科,,
1857,楔尾鹱,,Ardenna pacifica,Wedge-tailed Shearwater,鹱形目,鹱科,,
1858,短尾鹱,,Ardenna tenuirostris,Short-tailed Shearwater,鹱形目,鹱科,,
1859,褐燕鹱,,Bulweria bulwerii,Bulwer’s Petrel,鹱形目,鹱科,,
1860,白额鹱,,Calonectris leucomelas,Streaked Shearwater,鹱形目,鹱科,,
1861,暴风鹱,,Fulmarus glacialis,Northern Fulmar,鹱形目,鹱科,,
1862,钩嘴圆尾鹱,,Pseudobulweria rostrata,Tahiti Petrel,鹱形目,鹱科,,
1863,信使圆尾鹱,,Pterodroma heraldica,Herald Petrel,鹱形目,鹱科,,
1864,白额圆尾鹱,,Pterodroma hypoleuca,Bonin Petrel,鹱形目,鹱科,,
1865,棕头圆尾鹱,,Pterodroma solandri,Providence Petrel,鹱形目,鹱科,,
1866,黑鹱,,Puffinus nativitatis,Christmas Shearwater,鹱形目,鹱科,,
1867,红嘴鹲,,Phaethon aethereus,Red-billed Tropicbird,鹲形目,鹲科,,
1868,白尾鹲,,Phaethon lepturus,White-tailed Tropicbird,鹲形目,鹲科,,
1869,红尾鹲,,Phaethon rubricauda,Red-tailed Tropicbird,鹲形目,鹲科,,
1870,钳嘴鹳,,Anastomus oscitans,Asian Openbill ,鹳形目,鹳科,,
1871,东方白鹳,,Ciconia boyciana,Oriental Stork,鹳形目,鹳科,,
1872,白鹳,,Ciconia ciconia,White Stork,鹳形目,鹳科,,
1873,白颈鹳,,Ciconia episcopus,Woolly-necked Stork,鹳形目,鹳科,,
1874,黑鹳,,Ciconia nigra,Black Stork,鹳形目,鹳科,,
1875,秃鹳,,Leptoptilos javanicus,Lesser Adjutant,鹳形目,鹳科,,
1876,彩鹳,,Mycteria leucocephala,Painted Stork,鹳形目,鹳科,,
